#Rank,CustomerId,Balance
173,15762332,61592
174,15688193,61637
175,15747288,61671
176,15764021,61687
177,15727408,61689
178,15788367,61691
179,15679200,61710
180,15628999,61811
181,15697000,61826
182,15613816,62052
183,15647725,62055
184,15684645,62078
185,15768945,62093
186,15720929,62095
187,15799358,62212
188,15813034,62277
189,15656726,62322
190,15812918,62340
191,15765300,62389
192,15630241,62391
193,15643916,62400
194,15730448,62483
195,15684999,62611
196,15646374,62718
197,15794273,62733
198,15708505,62975
199,15574119,62980
200,15574795,63093
201,15594917,63095
202,15643630,63127
203,15606274,63176
204,15652266,63227
205,15690452,63350
206,15610355,63439
207,15811565,63489
208,15613656,63493
209,15650026,63562
210,15710689,63610
211,15802381,63664
212,15702919,63669
213,15605264,63724
214,15753566,63763
215,15632125,63832
216,15713770,63874
217,15752626,64082
218,15694272,64098
219,15727299,64119
220,15758845,64345
221,15724764,64404
222,15565714,64430
223,15730044,64498
224,15758116,64647
225,15733014,64668
226,15776223,64740
227,15727198,64808
228,15792722,64898
229,15791030,64900
230,15724563,65046
231,15682890,65095
232,15690743,65190
233,15750141,65253
234,15664849,65269
235,15643575,65350
236,15804131,65407
237,15682928,65521
238,15739131,65643
239,15634628,65668
240,15616280,65733
241,15604345,65764
242,15697028,65812
243,15780954,65848
244,15596181,65942
245,15742210,65963
246,15687658,65972
247,15704788,66079
248,15681402,66102
249,15743709,66190
250,15567078,66202
251,15762455,66220
252,15801316,66251
253,15800031,66339
254,15720649,66393
255,15782100,66483
256,15605872,66573
257,15641934,66583
258,15566380,66949
259,15625675,67088
260,15631189,67112
261,15773723,67178
262,15729362,67226
263,15568506,67239
264,15600997,67495
265,15690647,67563
266,15782159,67640
267,15654409,67817
268,15738181,67996
269,15694860,68066
270,15628170,68067
271,15673084,68080
272,15656330,68138
273,15662067,68156
274,15667417,68194
275,15802585,68214
276,15736327,68239
277,15694098,68333
278,15636061,68346
279,15625445,68348
280,15577178,68375
281,15702145,68424
282,15815626,68432
283,15599289,68599
284,15598086,68640
285,15790658,68684
286,15750299,68782
287,15679961,68800
288,15751524,68807
289,15575748,68882
290,15684951,68893
291,15585928,68928
292,15814553,69000
293,15763704,69014
294,15746737,69130
295,15605835,69144
296,15756299,69311
297,15775590,69329
298,15588450,69365
299,15641490,69385
300,15609458,69413
301,15657317,69424
302,15781129,69434
303,15787222,69459
304,15692443,69479
305,15632848,69519
306,15603111,69608
307,15568120,69610
308,15790448,69617
309,15596647,69713
310,15720820,69881
311,15793070,69975
312,15811261,70106
313,15742504,70181
314,15643679,70234
315,15603550,70259
316,15803365,70264
317,15723950,70291
318,15658485,70302
319,15585768,70349
320,15773852,70363
321,15778290,70417
322,15607753,70418
323,15732674,70438
324,15639549,70541
325,15756920,70655
326,15779423,70658
327,15579166,70729
328,15608653,70731
329,15591985,70754
330,15744200,70784
331,15686219,71019
332,15609977,71027
333,15584704,71084
334,15599386,71097
335,15790336,71143
336,15791842,71187
337,15624397,71240
338,15585595,71264
339,15633181,71270
340,15775703,71281
341,15751445,71283
342,15576313,71340
343,15568164,71380
344,15611315,71433
345,15788676,71461
346,15741275,71482
347,15566156,71498
348,15676513,71554
349,15725039,71668
350,15643215,71668
351,15709780,71787
352,15794360,71817
353,15648272,71829
354,15656322,71843
355,15578738,71872
356,15789865,71903
357,15650545,71996
358,15591248,71996
359,15745375,72013
360,15682914,72080
361,15665283,72093
362,15631159,72253
363,15730735,72287
364,15766017,72309
365,15752139,72374
366,15753719,72392
367,15614847,72495
368,15718843,72510
369,15698816,72535
370,15681697,72541
371,15753462,72549
372,15641007,72594
373,15704657,72648
374,15795737,72664
375,15661007,72783
376,15675888,72788
377,15800251,72836
378,15610090,72945
379,15736778,72949
380,15794870,73023
381,15707551,73054
382,15634591,73059
383,15598892,73070
384,15576760,73088
385,15579994,73113
386,15807989,73179
387,15667216,73195
388,15806929,73195
389,15707968,73211
390,15580953,73219
391,15620981,73309
392,15627637,73314
393,15591091,73349
394,15733476,73481
395,15681476,73493
396,15637774,73494
397,15719950,73688
398,15587233,73700
399,15613699,73937
400,15697801,74129
401,15765982,74136
402,15643496,74197
403,15746035,74237
404,15770543,74260
405,15623107,74275
406,15749130,74298
407,15721433,74306
408,15659486,74310
409,15608760,74323
410,15719276,74371
411,15778345,74386
412,15648367,74430
413,15744240,74458
414,15712608,74484
415,15676895,74596
416,15678284,74624
417,15625904,74682
418,15628144,74813
419,15758831,74896
420,15790809,74897
421,15646756,74964
422,15716619,74975
423,15683213,74989
424,15624633,74990
425,15745326,75051
426,15777797,75075
427,15682355,75075
428,15634974,75150
429,15586757,75171
430,15630661,75212
431,15675518,75226
432,15715769,75238
433,15654300,75242
434,15591969,75263
435,15731267,75264
436,15671345,75303
437,15631222,75340
438,15680278,75361
439,15712772,75381
440,15670668,75396
441,15609011,75408
442,15715297,75470
443,15815530,75498
444,15771997,75499
445,15718673,75592
446,15749265,75682
447,15654964,75802
448,15647091,75888
449,15806327,75893
450,15577806,75901
451,15750769,75916
452,15798470,75991
453,15569209,76002
454,15668289,76088
455,15800961,76102
456,15593295,76166
457,15808621,76190
458,15591822,76227
459,15726103,76297
460,15749345,76319
461,15790810,76320
462,15793842,76323
463,15688251,76409
464,15590228,76467
465,15665385,76495
466,15803685,76511
467,15729599,76549
468,15656096,76554
469,15754952,76595
470,15773779,76598
471,15723013,76656
472,15583681,76666
473,15677387,76692
474,15577170,76706
475,15581115,76770
476,15773487,76799
477,15815316,76817
478,15713949,76914
479,15800434,76915
480,15806941,76962
481,15686983,76968
482,15578783,76990
483,15721719,77002
484,15596088,77066
485,15751549,77083
486,15568240,77169
487,15575185,77253
488,15637876,77254
489,15721582,77270
490,15578603,77354
491,15583221,77357
492,15674620,77374
493,15697318,77487
494,15701687,77527
495,15748595,77557
496,15626898,77599
497,15668142,77608
498,15810203,77627
499,15730059,77637
500,15714062,77642
501,15616630,77648
502,15744695,77652
503,15690330,77702
504,15632551,77743
505,15715465,77776
506,15803406,77780
507,15603328,77806
508,15600708,77827
509,15628112,77847
510,15659710,77887
511,15591550,77910
512,15742809,77920
513,15799785,77950
514,15732943,77968
515,15671032,77993
516,15612633,78023
517,15796115,78120
518,15756751,78126
519,15674343,78128
520,15775826,78133
521,15770420,78136
522,15678385,78247
523,15644882,78250
524,15679884,78315
525,15695932,78381
526,15751628,78391
527,15674583,78396
528,15746726,78399
529,15682995,78535
530,15754342,78540
531,15749482,78653
532,15605447,78654
533,15751208,78707
534,15790254,78738
535,15656865,78778
536,15700601,78830
537,15605665,78833
538,15666453,78886
539,15626485,78892
540,15576644,78939
541,15750874,78990
542,15605918,78993
543,15700696,79020
544,15717286,79036
545,15579387,79065
546,15674678,79120
547,15804064,79126
548,15687218,79144
549,15679284,79260
550,15682533,79260
551,15653404,79264
552,15611580,79282
553,15804864,79337
554,15683657,79341
555,15757001,79369
556,15655590,79385
557,15732672,79388
558,15811327,79416
559,15718780,79450
560,15664772,79461
561,15607993,79469
562,15768342,79475
563,15690456,79523
564,15665110,79544
565,15675983,79551
566,15571281,79563
567,15631481,79563
568,15801441,79586
569,15689751,79589
570,15636634,79657
571,15745030,79706
572,15734714,79715
573,15694717,79732
574,15773221,79757
575,15666095,79812
576,15655252,79858
577,15610557,79858
578,15693737,79871
579,15584749,79896
580,15580682,79927
581,15590820,79932
582,15697360,79952
583,15791040,79955
584,15763922,79963
585,15636982,79975
586,15592222,80001
587,15723216,80002
588,15605742,80091
589,15619801,80108
590,15572021,80204
591,15782939,80214
592,15709487,80242
593,15797736,80263
594,15733581,80263
595,15782181,80285
596,15593636,80294
597,15812197,80294
598,15687765,80380
599,15591279,80388
600,15727605,80442
601,15628420,80462
602,15743236,80539
603,15566030,80543
604,15725660,80570
605,15733616,80614
606,15801920,80615
607,15574296,80674
608,15729582,80697
609,15770185,80728
610,15661903,80764
611,15729956,80780
612,15813422,80791
613,15806964,80794
614,15715003,80816
615,15640865,80845
616,15650244,80895
617,15581252,80923
618,15638871,80926
619,15704844,80928
620,15791373,80932
621,15790689,80958
622,15622171,80965
623,15696552,81026
624,15610426,81042
625,15686696,81070
626,15737556,81077
627,15751180,81132
628,15662698,81154
629,15795149,81174
630,15750441,81211
631,15769308,81232
632,15592751,81246
633,15593365,81273
634,15603942,81290
635,15760873,81310
636,15638003,81370
637,15676810,81480
638,15594864,81523
639,15624170,81551
640,15658052,81554
641,15775335,81557
642,15779496,81564
643,15651900,81571
644,15709117,81577
645,15645778,81589
646,15767954,81624
647,15706186,81677
648,15657603,81685
649,15568025,81710
650,15654611,81733
651,15772601,81734
652,15756560,81743
653,15583736,81796
654,15777045,81812
655,15722090,81818
656,15695299,81828
657,15621629,81845
658,15592937,81877
659,15616168,81906
660,15590146,81948
661,15800814,81952
662,15662751,81955
663,15775153,82034
664,15643056,82084
665,15666884,82162
666,15686099,82182
667,15632185,82229
668,15711825,82232
669,15732903,82256
670,15805112,82259
671,15763431,82275
672,15718289,82291
673,15756475,82294
674,15614936,82322
675,15703143,82345
676,15785352,82374
677,15734942,82408
678,15672216,82442
679,15643121,82454
680,15687094,82498
681,15801417,82500
682,15707144,82507
683,15726589,82531
684,15689061,82547
685,15654531,82559
686,15730657,82597
687,15717138,82614
688,15580146,82674
689,15724890,82696
690,15767781,82697
691,15649060,82729
692,15734850,82729
693,15720706,82766
694,15569178,82767
695,15796343,82788
696,15592000,82794
697,15638730,82844
698,15646082,82909
699,15618363,82916
700,15709295,82932
701,15795275,82940
702,15725221,83008
703,15649211,83016
704,15612139,83036
705,15706131,83061
706,15611947,83074
707,15638257,83103
708,15669611,83117
709,15800856,83132
710,15719212,83134
711,15740043,83162
712,15581332,83174
713,15581479,83181
714,15618155,83195
715,15690164,83199
716,15705113,83264
717,15705001,83287
718,15580914,83287
719,15700174,83319
720,15651737,83326
721,15738634,83347
722,15640852,83349
723,15777896,83415
724,15609545,83443
725,15780561,83457
726,15652674,83460
727,15620323,83492
728,15782418,83495
729,15581525,83502
730,15732202,83503
731,15727915,83543
732,15770255,83556
733,15642726,83568
734,15656454,83569
735,15578747,83600
736,15776921,83625
737,15774262,83693
738,15724876,83714
739,15692577,83728
740,15566740,83739
741,15575410,83765
742,15752694,83773
743,15647311,83808
744,15753102,83870
745,15753969,83889
746,15796071,83889
747,15573798,83947
748,15765192,84007
749,15627385,84009
750,15683562,84027
751,15706170,84055
752,15679928,84102
753,15724466,84113
754,15737571,84121
755,15720814,84266
756,15765322,84284
757,15657778,84310
758,15660768,84315
759,15771086,84328
760,15814268,84350
761,15682955,84379
762,15604497,84387
763,15657139,84391
764,15603221,84422
765,15802809,84439
766,15750549,84440
767,15700801,84446
768,15684267,84469
769,15764892,84475
770,15641009,84497
771,15719579,84521
772,15792627,84558
773,15791342,84560
774,15598536,84588
775,15591360,84607
776,15650432,84622
777,15579074,84652
778,15631392,84673
779,15712068,84693
780,15613734,84719
781,15763148,84720
782,15762238,84745
783,15733297,84765
784,15701555,84903
785,15809872,84906
786,15686964,84945
787,15693904,84959
788,15623062,85089
789,15708003,85109
790,15590623,85142
791,15633227,85146
792,15627298,85146
793,15754940,85162
794,15759913,85201
795,15707861,85217
796,15648858,85225
797,15740164,85228
798,15703763,85304
799,15706552,85312
800,15678412,85326
801,15708791,85535
802,15775892,85600
803,15676156,85616
804,15775888,85627
805,15616221,85647
806,15807593,85661
807,15751593,85669
808,15690134,85679
809,15659234,85705
810,15672637,85756
811,15618213,85758
812,15601550,85768
813,15667190,85818
814,15750466,85840
815,15720338,85845
816,15799998,85860
817,15714485,85892
818,15698749,85898
819,15794941,85907
820,15802625,85916
821,15591433,85958
822,15629187,85982
823,15734999,85996
824,15572777,86006
825,15687828,86006
826,15775761,86038
827,15599722,86054
828,15676958,86055
829,15797475,86102
830,15573926,86132
831,15663933,86147
832,15626948,86168
833,15711062,86173
834,15703292,86271
835,15660833,86351
836,15642996,86352
837,15720305,86376
838,15761600,86394
839,15608968,86403
840,15577398,86449
841,15674526,86460
842,15738166,86546
843,15803005,86569
844,15761043,86570
845,15807609,86606
846,15638159,86607
847,15778752,86614
848,15702801,86616
849,15600379,86656
850,15733361,86714
851,15734970,86824
852,15588587,86838
853,15667944,86844
854,15734202,86892
855,15666767,86893
856,15605375,86912
857,15581700,86921
858,15771211,86978
859,15626608,87070
860,15688498,87097
861,15688868,87099
862,15672983,87100
863,15595991,87105
864,15614962,87117
865,15804787,87141
866,15805062,87202
867,15760662,87213
868,15749964,87262
869,15633537,87271
870,15617252,87348
871,15569571,87361
872,15764654,87375
873,15789874,87376
874,15707042,87413
875,15779809,87472
876,15803965,87486
877,15687752,87505
878,15803749,87541
879,15752984,87543
880,15784761,87603
881,15569917,87610
882,15656822,87613
883,15718667,87619
884,15657830,87624
885,15791550,87637
886,15755416,87739
887,15759915,87773
888,15612207,87780
889,15751926,87807
890,15611157,87815
891,15731478,87843
892,15653251,87873
893,15582325,87894
894,15698716,87926
895,15621653,87946
896,15704581,87967
897,15745605,88011
898,15566531,88047
899,15771087,88084
900,15776231,88110
901,15710978,88121
902,15656319,88141
903,15626628,88162
904,15807294,88243
905,15808017,88293
906,15773934,88295
907,15721740,88303
908,15610446,88309
909,15757837,88311
910,15775572,88324
911,15653306,88335
912,15600912,88348
913,15687884,88363
914,15610781,88379
915,15792473,88380
916,15769959,88381
917,15791174,88382
918,15730137,88422
919,15694666,88442
920,15787459,88467
921,15599591,88477
922,15799925,88542
923,15806945,88594
924,15566891,88595
925,15730540,88656
926,15607040,88736
927,15622217,88759
928,15676526,88773
929,15708196,88787
930,15732987,88798
931,15723856,88814
932,15778395,88816
933,15777452,88820
934,15591286,88826
935,15570379,88828
936,15583552,88902
937,15641675,88915
938,15645956,88916
939,15599195,88939
940,15718231,88963
941,15707681,88977
942,15657085,88980
943,15590434,89016
944,15691323,89026
945,15771857,89040
946,15635388,89047
947,15722965,89079
948,15699753,89086
949,15640409,89088
950,15803032,89112
951,15720774,89118
952,15765415,89122
953,15800061,89159
954,15812356,89175
955,15659194,89182
956,15628558,89189
957,15635775,89276
958,15761554,89300
959,15671387,89349
960,15742442,89365
961,15617518,89410
962,15766649,89417
963,15719090,89437
964,15668695,89493
965,15602994,89551
966,15805151,89558
967,15695872,89572
968,15695632,89588
969,15686936,89635
970,15745417,89686
971,15813916,89689
972,15766869,89697
973,15803790,89729
974,15715673,89743
975,15794841,89750
976,15755262,89764
977,15663438,89772
978,15654772,89799
979,15668504,89800
980,15734610,89839
981,15714634,89900
982,15814022,89929
983,15797692,89940
984,15726032,89969
985,15708162,89995
986,15589358,90018
987,15692664,90023
988,15755521,90044
989,15586039,90064
990,15723706,90125
991,15612043,90145
992,15583692,90194
993,15671534,90212
994,15708513,90217
995,15745452,90218
996,15570508,90219
997,15733138,90249
998,15600813,90306
999,15701164,90308
1000,15767391,90323
1001,15797276,90351
1002,15662658,90355
1003,15787014,90371
1004,15672516,90373
1005,15635197,90403
1006,15698184,90408
1007,15793046,90413
1008,15717643,90425
1009,15706815,90433
1010,15629985,90450
1011,15803526,90537
1012,15805523,90537
1013,15570086,90544
1014,15613471,90547
1015,15802351,90560
1016,15768120,90560
1017,15812920,90595
1018,15696175,90602
1019,15589739,90605
1020,15792388,90612
1021,15770711,90697
1022,15778157,90722
1023,15752193,90723
1024,15685826,90728
1025,15788022,90758
1026,15603565,90779
1027,15701175,90792
1028,15719541,90826
1029,15703177,90866
1030,15772618,90921
1031,15594902,90958
1032,15763381,90963
1033,15759317,90972
1034,15728608,91026
1035,15709142,91057
1036,15697020,91069
1037,15759381,91070
1038,15575694,91091
1039,15610972,91116
1040,15601172,91126
1041,15593496,91132
1042,15579207,91184
1043,15625713,91188
1044,15792646,91216
1045,15709016,91219
1046,15758031,91242
1047,15662501,91247
1048,15797246,91259
1049,15785865,91285
1050,15708236,91285
1051,15804075,91287
1052,15779390,91293
1053,15679743,91302
1054,15645593,91329
1055,15745083,91416
1056,15743714,91444
1057,15781553,91503
1058,15679062,91522
1059,15634844,91537
1060,15756535,91539
1061,15756901,91548
1062,15756148,91550
1063,15794849,91561
1064,15794257,91563
1065,15814816,91592
1066,15596671,91611
1067,15640464,91613
1068,15766047,91622
1069,15604304,91622
1070,15601659,91680
1071,15711602,91712
1072,15795132,91719
1073,15722532,91760
1074,15607065,91835
1075,15608541,91858
1076,15684908,91870
1077,15724863,91893
1078,15724684,91898
1079,15661656,91903
1080,15748854,91938
1081,15736254,91956
1082,15679429,91956
1083,15571752,92042
1084,15771299,92053
1085,15792176,92053
1086,15643865,92055
1087,15750867,92060
1088,15727944,92073
1089,15777211,92114
1090,15704819,92126
1091,15660155,92140
1092,15658716,92171
1093,15576162,92200
1094,15643967,92209
1095,15772381,92219
1096,15777743,92225
1097,15798024,92242
1098,15756277,92245
1099,15766810,92246
1100,15804256,92311
1101,15732644,92316
1102,15697678,92341
1103,15713819,92348
1104,15663917,92350
1105,15808182,92363
1106,15627262,92367
1107,15778304,92398
1108,15728912,92437
1109,15574169,92466
1110,15599078,92468
1111,15733705,92472
1112,15795586,92474
1113,15696371,92477
1114,15672467,92511
1115,15793366,92526
1116,15622003,92567
1117,15714750,92578
1118,15773520,92600
1119,15813144,92607
1120,15662232,92617
1121,15625311,92619
1122,15675252,92637
1123,15812832,92659
1124,15798824,92675
1125,15652948,92676
1126,15583278,92717
1127,15700325,92761
1128,15794414,92784
1129,15630725,92787
1130,15689351,92806
1131,15744689,92834
1132,15595036,92848
1133,15589019,92855
1134,15654577,92877
1135,15601012,92887
1136,15581280,92887
1137,15769980,92890
1138,15619608,92896
1139,15790744,92899
1140,15654851,92912
1141,15796838,92931
1142,15591932,92962
1143,15702741,93013
1144,15703563,93017
1145,15642041,93052
1146,15642345,93059
1147,15808334,93124
1148,15587640,93143
1149,15745527,93147
1150,15670859,93149
1151,15605341,93174
1152,15748649,93183
1153,15687913,93244
1154,15632576,93249
1155,15588955,93260
1156,15574071,93302
1157,15570769,93321
1158,15814032,93460
1159,15675320,93500
1160,15611024,93522
1161,15709004,93547
1162,15749583,93570
1163,15593959,93577
1164,15775067,93579
1165,15813159,93590
1166,15791533,93608
1167,15777315,93616
1168,15570908,93617
1169,15716491,93657
1170,15723989,93680
1171,15663478,93694
1172,15711219,93717
1173,15595766,93723
1174,15692002,93791
1175,15749019,93796
1176,15812071,93806
1177,15673180,93817
1178,15717191,93817
1179,15744606,93834
1180,15635367,93845
1181,15684801,93872
1182,15669204,93911
1183,15807239,93920
1184,15784124,93925
1185,15675141,93935
1186,15641298,93956
1187,15764170,93960
1188,15624892,93979
1189,15669490,94002
1190,15700813,94050
1191,15643658,94079
1192,15713983,94109
1193,15806709,94127
1194,15795571,94154
1195,15760521,94164
1196,15624775,94204
1197,15571302,94216
1198,15765846,94223
1199,15779492,94231
1200,15640258,94239
1201,15671789,94264
1202,15585198,94268
1203,15743490,94349
1204,15597109,94417
1205,15674368,94435
1206,15777826,94444
1207,15631072,94456
1208,15739997,94465
1209,15574886,94486
1210,15606836,94493
1211,15795124,94504
1212,15607098,94521
1213,15789974,94598
1214,15657868,94607
1215,15768282,94615
1216,15710390,94631
1217,15658589,94652
1218,15783025,94662
1219,15781884,94667
1220,15654372,94683
1221,15798348,94684
1222,15801188,94723
1223,15637650,94749
1224,15777901,94752
1225,15799653,94754
1226,15687634,94754
1227,15662263,94762
1228,15744295,94773
1229,15641416,94867
1230,15626882,94901
1231,15606849,94921
1232,15709846,94969
1233,15595657,95001
1234,15573741,95011
1235,15791102,95021
1236,15688760,95023
1237,15669589,95039
1238,15698321,95040
1239,15653050,95052
1240,15737735,95053
1241,15705639,95059
1242,15751227,95121
1243,15659098,95129
1244,15721917,95139
1245,15646091,95140
1246,15612071,95154
1247,15694237,95162
1248,15576304,95168
1249,15684319,95196
1250,15664001,95232
1251,15795511,95253
1252,15607634,95294
1253,15704284,95295
1254,15778515,95297
1255,15793896,95313
1256,15731951,95329
1257,15634218,95332
1258,15782899,95357
1259,15759244,95368
1260,15716501,95377
1261,15633877,95387
1262,15812607,95439
1263,15736008,95441
1264,15611544,95448
1265,15631639,95453
1266,15781326,95478
1267,15700255,95489
1268,15803941,95502
1269,15806913,95507
1270,15693131,95508
1271,15634245,95523
1272,15707362,95556
1273,15605534,95560
1274,15647474,95624
1275,15721307,95669
1276,15617648,95672
1277,15800514,95676
1278,15713632,95679
1279,15705301,95697
1280,15757648,95699
1281,15770424,95710
1282,15603135,95727
1283,15626114,95742
1284,15590268,95773
1285,15642821,95808
1286,15759436,95814
1287,15613172,95826
1288,15657228,95829
1289,15688984,95830
1290,15778463,95846
1291,15748231,95853
1292,15748947,95858
1293,15640686,95873
1294,15731412,95900
1295,15693771,95923
1296,15710687,95927
1297,15775339,95948
1298,15764916,95984
1299,15715510,95985
1300,15743617,95995
1301,15782404,96020
1302,15622454,96021
1303,15622470,96032
1304,15565796,96049
1305,15729054,96107
1306,15596808,96110
1307,15799468,96127
1308,15678427,96129
1309,15731815,96134
1310,15703199,96143
1311,15788189,96148
1312,15586029,96153
1313,15765532,96167
1314,15658987,96173
1315,15671591,96196
1316,15797190,96202
1317,15614929,96214
1318,15680430,96253
1319,15646539,96288
1320,15664432,96297
1321,15701319,96341
1322,15671148,96341
1323,15679963,96354
1324,15701352,96382
1325,15659949,96399
1326,15722991,96403
1327,15666173,96409
1328,15742272,96418
1329,15811127,96424
1330,15756926,96462
1331,15736397,96471
1332,15634295,96474
1333,15815295,96480
1334,15684318,96487
1335,15576745,96542
1336,15789313,96554
1337,15701333,96559
1338,15706199,96643
1339,15706021,96646
1340,15569878,96651
1341,15566251,96653
1342,15621457,96655
1343,15618950,96660
1344,15579433,96675
1345,15736146,96680
1346,15601030,96694
1347,15687492,96709
1348,15779103,96749
1349,15725429,96759
1350,15800736,96764
1351,15781127,96769
1352,15649858,96776
1353,15673333,96781
1354,15706223,96799
1355,15735549,96814
1356,15702656,96835
1357,15773789,96858
1358,15587735,96863
1359,15627741,96864
1360,15809279,96877
1361,15637753,96888
1362,15718465,96891
1363,15608209,96926
1364,15814236,96939
1365,15778975,96948
1366,15641183,96950
1367,15718852,96951
1368,15738907,96956
1369,15739054,96975
1370,15761525,96997
1371,15714080,97001
1372,15700209,97009
1373,15641877,97023
1374,15643671,97036
1375,15586517,97041
1376,15584536,97043
1377,15625175,97068
1378,15616088,97072
1379,15693683,97086
1380,15624519,97093
1381,15794048,97134
1382,15583067,97158
1383,15778861,97189
1384,15758775,97208
1385,15715597,97235
1386,15779711,97257
1387,15589975,97259
1388,15775307,97266
1389,15634180,97268
1390,15774744,97286
1391,15780804,97318
1392,15584785,97325
1393,15756301,97325
1394,15604314,97331
1395,15621093,97338
1396,15641585,97340
1397,15792525,97362
1398,15620505,97379
1399,15660524,97383
1400,15641595,97392
1401,15645511,97403
1402,15751788,97408
1403,15680901,97436
1404,15806926,97440
1405,15693947,97445
1406,15602844,97459
1407,15605968,97460
1408,15615322,97474
1409,15767358,97486
1410,15590966,97496
1411,15638788,97514
1412,15626742,97530
1413,15714689,97541
1414,15725811,97544
1415,15636626,97560
1416,15803121,97566
1417,15706464,97585
1418,15785042,97589
1419,15796434,97612
1420,15683183,97653
1421,15690492,97663
1422,15668669,97666
1423,15604355,97700
1424,15658306,97706
1425,15766427,97720
1426,15675585,97739
1427,15683416,97750
1428,15738318,97764
1429,15574947,97786
1430,15611189,97792
1431,15675650,97819
1432,15778190,97841
1433,15651802,97854
1434,15646227,97893
1435,15662758,97925
1436,15722578,97957
1437,15694409,97976
1438,15746986,97990
1439,15567383,98009
1440,15716822,98015
1441,15715920,98053
1442,15666181,98065
1443,15681410,98088
1444,15763055,98109
1445,15596165,98142
1446,15606915,98149
1447,15657349,98173
1448,15631457,98187
1449,15709917,98203
1450,15623471,98206
1451,15789425,98218
1452,15641850,98241
1453,15677435,98263
1454,15723411,98266
1455,15598982,98269
1456,15773639,98270
1457,15800784,98298
1458,15744368,98309
1459,15584897,98360
1460,15680767,98362
1461,15623502,98365
1462,15755648,98373
1463,15729019,98383
1464,15758013,98401
1465,15756668,98415
1466,15631800,98431
1467,15739592,98438
1468,15752857,98443
1469,15668747,98444
1470,15717231,98460
1471,15641604,98488
1472,15569590,98496
1473,15609475,98544
1474,15771509,98549
1475,15796167,98557
1476,15779247,98567
1477,15729689,98586
1478,15775709,98590
1479,15729489,98593
1480,15598259,98612
1481,15569526,98627
1482,15699515,98630
1483,15634359,98636
1484,15606267,98641
1485,15687153,98650
1486,15625944,98668
1487,15637690,98676
1488,15620398,98683
1489,15724648,98684
1490,15736126,98711
1491,15775809,98724
1492,15588019,98739
1493,15783305,98753
1494,15628008,98760
1495,15671014,98766
1496,15636388,98775
